ind,new_cation,new_anion,Experimental logEC50,group
327,CCOCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.2,CCOCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
217,CCOC[N+]1(C)CCCCC1,[Cl-],4.23,CCOC[N+]1(C)CCCCC1.[Cl-]
67,C[N+]1(CCCO)CCCCC1,[Cl-],4.6,C[N+]1(CCCO)CCCCC1.[Cl-]
132,CCCC[n+]1ccc(C)cc1,[Cl-],3.32,CCCC[n+]1ccc(C)cc1.[Cl-]
203,CCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,3.07,CCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F
151,CCCCCC[n+]1ccc(N(C)C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.93,CCCCCC[n+]1ccc(N(C)C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
273,CC[N+](C)(C)CCOC,[Cl-],4.6,CC[N+](C)(C)CCOC.[Cl-]
25,COCCC[N+]1(C)CCCCC1,[Cl-],4.4,COCCC[N+]1(C)CCCCC1.[Cl-]
29,CCCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,1.854913022,CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
108,COCC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.25,COCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
195,COCC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.28,COCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
123,CCCC[n+]1cc(C)cc(C)c1,F[B-](F)(F)F,3.26,CCCC[n+]1cc(C)cc(C)c1.F[B-](F)(F)F
56,CCCCCC[n+]1ccc(C)cc1,F[B-](F)(F)F,2.17,CCCCCC[n+]1ccc(C)cc1.F[B-](F)(F)F
8,CCOCC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.34,CCOCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
204,CC(=O)OCC[N+]1(C)CCCC1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.91,CC(=O)OCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
60,CCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.2,CCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
88,CCCCCCCCCCCOC[n+]1cccc(O)c1,[Cl-],1.6,CCCCCCCCCCCOC[n+]1cccc(O)c1.[Cl-]
116,OCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.55,OCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
43,CCOCC[N+]1(C)CCCC1,[Br-],4.6,CCOCC[N+]1(C)CCCC1.[Br-]
86,CC[S+](C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.48,CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10,CCOC[N+]1(C)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.36,CCOC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
14,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.68,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
127,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.682145076,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
92,CCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,2.3,CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
232,CC[N+](C)(C)CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.3,CC[N+](C)(C)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
144,CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-0.128427064,CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
